file,object,filter,telescope,redshift,ned_resolved_name,ned_error
D:\Thesis\pd\CSPAll\SN08cd_B_comb_dup.fits,SN08cd,B,duPont,0.007,SN2008cd,
D:\Thesis\pd\CSPAll\SN08cd_V_comb_dup.fits,SN08cd,V,duPont,0.007,SN2008cd,
D:\Thesis\pd\CSPAll\SN08cf_B_comb_dup.fits,SN08cf,B,duPont,0.046,SN2008cf,
D:\Thesis\pd\CSPAll\SN08cf_V_comb_dup.fits,SN08cf,V,duPont,0.046,SN2008cf,
D:\Thesis\pd\CSPAll\SN08fl_B_comb_dup.fits,SN08fl,B,duPont,0.02,SN2008fl,
D:\Thesis\pd\CSPAll\SN08fl_V_comb_dup.fits,SN08fl,V,duPont,0.02,SN2008fl,
D:\Thesis\pd\CSPAll\SN08fp_B_comb_dup.fits,SN08fp,B,duPont,0.006,SN2008fp,
D:\Thesis\pd\CSPAll\SN08fp_V_comb_dup.fits,SN08fp,V,duPont,0.006,SN2008fp,
D:\Thesis\pd\CSPAll\SN08fr_B_comb_dup.fits,SN08fr,B,duPont,0.048,SN2008fr,
D:\Thesis\pd\CSPAll\SN08fr_V_comb_dup.fits,SN08fr,V,duPont,0.048,SN2008fr,
D:\Thesis\pd\CSPAll\SN08fu_B_comb_dup.fits,SN08fu,B,duPont,0.052,SN2008fu,
D:\Thesis\pd\CSPAll\SN08fu_V_comb_dup.fits,SN08fu,V,duPont,0.052,SN2008fu,
D:\Thesis\pd\CSPAll\SN08fw_B_comb_dup.fits,SN08fw,B,duPont,0.009,SN2008fw,
D:\Thesis\pd\CSPAll\SN08fw_V_comb_dup.fits,SN08fw,V,duPont,0.009,SN2008fw,
D:\Thesis\pd\CSPAll\SN08gg_B_comb_dup.fits,SN08gg,B,duPont,0.032,SN2008gg,
D:\Thesis\pd\CSPAll\SN08gg_V_comb_dup.fits,SN08gg,V,duPont,0.032,SN2008gg,
D:\Thesis\pd\CSPAll\SN08gl_B_comb_dup.fits,SN08gl,B,duPont,0.034,SN2008gl,
